KNOTE,BEZEI,CITY,REGIO
MG3128501,Guarará - MG,Guarará,MG
MG3128600,Guarda-Mor - MG,Guarda-Mor,MG
MG3128709,Guaxupé - MG,Guaxupé,MG
MG3128808,Guidoval - MG,Guidoval,MG
MG3128907,Guimarânia - MG,Guimarânia,MG
MG3129004,Guiricema - MG,Guiricema,MG
MG3129103,Gurinhatã - MG,Gurinhatã,MG
MG3129202,Heliodora - MG,Heliodora,MG
MG3129301,Iapu - MG,Iapu,MG
MG3129400,Ibertioga - MG,Ibertioga,MG
MG3129509,Ibiá - MG,Ibiá,MG
MG3129608,Ibiaí - MG,Ibiaí,MG
MG3129657,Ibiracatu - MG,Ibiracatu,MG
MG3129707,Ibiraci - MG,Ibiraci,MG
MG3129806,Ibirité - MG,Ibirité,MG
MG3129905,Ibitiúra De Minas - MG,Ibitiúra De Minas,MG
MG3130002,Ibituruna - MG,Ibituruna,MG
MG3130051,Icaraí De Minas - MG,Icaraí De Minas,MG
MG3130101,Igarapé - MG,Igarapé,MG
MG3130200,Igaratinga - MG,Igaratinga,MG
MG3130309,Iguatama - MG,Iguatama,MG
MG3130408,Ijaci - MG,Ijaci,MG
MG3130507,Ilicínea - MG,Ilicínea,MG
MG3130556,Imbé De Minas - MG,Imbé De Minas,MG
MG3130606,Inconfidentes - MG,Inconfidentes,MG
MG3130655,Indaiabira - MG,Indaiabira,MG
MG3130705,Indianópolis - MG,Indianópolis,MG
MG3130804,Ingaí - MG,Ingaí,MG
MG3130903,Inhapim - MG,Inhapim,MG
MG3131000,Inhaúma - MG,Inhaúma,MG
MG3131109,Inimutaba - MG,Inimutaba,MG
MG3131158,Ipaba - MG,Ipaba,MG
MG3131208,Ipanema - MG,Ipanema,MG
MG3131307,Ipatinga - MG,Ipatinga,MG
MG3131406,Ipiaçu - MG,Ipiaçu,MG
MG3131505,Ipuiúna - MG,Ipuiúna,MG
MG3131604,Iraí De Minas - MG,Iraí De Minas,MG
MG3131703,Itabira - MG,Itabira,MG
MG3131802,Itabirinha - MG,Itabirinha,MG
MG3131901,Itabirito - MG,Itabirito,MG
MG3132008,Itacambira - MG,Itacambira,MG
MG3132107,Itacarambi - MG,Itacarambi,MG
MG3132206,Itaguara - MG,Itaguara,MG
MG3132305,Itaipé - MG,Itaipé,MG
MG3132404,Itajubá - MG,Itajubá,MG
MG3132503,Itamarandiba - MG,Itamarandiba,MG
MG3132602,Itamarati De Minas - MG,Itamarati De Minas,MG
MG3132701,Itambacuri - MG,Itambacuri,MG
MG3132800,Itambé Do Mato Dentro - MG,Itambé Do Mato Dentro,MG
MG3132909,Itamogi - MG,Itamogi,MG
MG3133006,Itamonte - MG,Itamonte,MG
MG3133105,Itanhandu - MG,Itanhandu,MG
MG3133204,Itanhomi - MG,Itanhomi,MG
MG3133303,Itaobim - MG,Itaobim,MG
MG3133402,Itapagipe - MG,Itapagipe,MG
MG3133501,Itapecerica - MG,Itapecerica,MG
MG3133600,Itapeva - MG,Itapeva,MG
MG3133709,Itatiaiuçu - MG,Itatiaiuçu,MG
MG3133758,Itaú De Minas - MG,Itaú De Minas,MG
MG3133808,Itaúna - MG,Itaúna,MG
MG3133907,Itaverava - MG,Itaverava,MG
MG3134004,Itinga - MG,Itinga,MG
MG3134103,Itueta - MG,Itueta,MG
MG3134202,Ituiutaba - MG,Ituiutaba,MG
MG3134301,Itumirim - MG,Itumirim,MG
MG3134400,Iturama - MG,Iturama,MG
MG3134509,Itutinga - MG,Itutinga,MG
MG3134608,Jaboticatubas - MG,Jaboticatubas,MG
MG3134707,Jacinto - MG,Jacinto,MG
MG3134806,Jacuí - MG,Jacuí,MG
MG3134905,Jacutinga - MG,Jacutinga,MG
MG3135001,Jaguaraçu - MG,Jaguaraçu,MG
MG3135050,Jaíba - MG,Jaíba,MG
MG3135076,Jampruca - MG,Jampruca,MG
MG3135100,Janaúba - MG,Janaúba,MG
MG3135209,Januária - MG,Januária,MG
MG3135308,Japaraíba - MG,Japaraíba,MG
MG3135357,Japonvar - MG,Japonvar,MG
MG3135407,Jeceaba - MG,Jeceaba,MG
MG3135456,Jenipapo De Minas - MG,Jenipapo De Minas,MG
MG3135506,Jequeri - MG,Jequeri,MG
MG3135605,Jequitaí - MG,Jequitaí,MG
MG3135704,Jequitibá - MG,Jequitibá,MG
MG3135803,Jequitinhonha - MG,Jequitinhonha,MG
MG3135902,Jesuânia - MG,Jesuânia,MG
MG3136009,Joaíma - MG,Joaíma,MG
MG3136108,Joanésia - MG,Joanésia,MG
MG3136207,João Monlevade - MG,João Monlevade,MG
MG3136306,João Pinheiro - MG,João Pinheiro,MG
MG3136405,Joaquim Felício - MG,Joaquim Felício,MG
MG3136504,Jordânia - MG,Jordânia,MG
MG3136520,José Gonçalves De Minas - MG,José Gonçalves De Minas,MG
MG3136553,José Raydan - MG,José Raydan,MG
MG3136579,Josenópolis - MG,Josenópolis,MG
MG3136603,Nova União - MG,Nova União,MG
MG3136652,Juatuba - MG,Juatuba,MG
MG3136702,Juiz De Fora - MG,Juiz De Fora,MG
MG3136801,Juramento - MG,Juramento,MG
MG3136900,Juruaia - MG,Juruaia,MG
MG3136959,Juvenília - MG,Juvenília,MG
MG3137007,Ladainha - MG,Ladainha,MG
MG3137106,Lagamar - MG,Lagamar,MG
MG3137205,Lagoa Da Prata - MG,Lagoa Da Prata,MG
MG3137304,Lagoa Dos Patos - MG,Lagoa Dos Patos,MG
MG3137403,Lagoa Dourada - MG,Lagoa Dourada,MG
MG3137502,Lagoa Formosa - MG,Lagoa Formosa,MG
MG3137536,Lagoa Grande - MG,Lagoa Grande,MG
MG3137601,Lagoa Santa - MG,Lagoa Santa,MG
MG3137700,Lajinha - MG,Lajinha,MG
MG3137809,Lambari - MG,Lambari,MG
MG3137908,Lamim - MG,Lamim,MG
MG3138005,Laranjal - MG,Laranjal,MG
MG3138104,Lassance - MG,Lassance,MG
MG3138203,Lavras - MG,Lavras,MG
MG3138302,Leandro Ferreira - MG,Leandro Ferreira,MG
MG3138351,Leme Do Prado - MG,Leme Do Prado,MG
MG3138401,Leopoldina - MG,Leopoldina,MG
MG3138500,Liberdade - MG,Liberdade,MG
MG3138609,Lima Duarte - MG,Lima Duarte,MG
MG3138625,Limeira Do Oeste - MG,Limeira Do Oeste,MG
MG3138658,Lontra - MG,Lontra,MG
MG3138674,Luisburgo - MG,Luisburgo,MG
MG3138682,Luislândia - MG,Luislândia,MG
MG3138708,Luminárias - MG,Luminárias,MG
MG3138807,Luz - MG,Luz,MG
MG3138906,Machacalis - MG,Machacalis,MG
MG3139003,Machado - MG,Machado,MG
MG3139102,Madre De Deus De Minas - MG,Madre De Deus De Minas,MG
MG3139201,Malacacheta - MG,Malacacheta,MG
MG3139250,Mamonas - MG,Mamonas,MG
MG3139300,Manga - MG,Manga,MG
MG3139409,Manhuaçu - MG,Manhuaçu,MG
MG3139508,Manhumirim - MG,Manhumirim,MG
MG3139607,Mantena - MG,Mantena,MG
MG3139706,Maravilhas - MG,Maravilhas,MG
MG3139805,Mar De Espanha - MG,Mar De Espanha,MG
MG3139904,Maria Da Fé - MG,Maria Da Fé,MG
MG3140001,Mariana - MG,Mariana,MG
MG3140100,Marilac - MG,Marilac,MG
MG3140159,Mário Campos - MG,Mário Campos,MG
MG3140209,Maripá De Minas - MG,Maripá De Minas,MG
MG3140308,Marliéria - MG,Marliéria,MG
MG3140407,Marmelópolis - MG,Marmelópolis,MG
MG3140506,Martinho Campos - MG,Martinho Campos,MG
MG3140530,Martins Soares - MG,Martins Soares,MG
MG3140555,Mata Verde - MG,Mata Verde,MG
MG3140605,Materlândia - MG,Materlândia,MG
MG3140704,Mateus Leme - MG,Mateus Leme,MG
MG3140803,Matias Barbosa - MG,Matias Barbosa,MG
MG3140852,Matias Cardoso - MG,Matias Cardoso,MG
MG3140902,Matipó - MG,Matipó,MG
MG3141009,Mato Verde - MG,Mato Verde,MG
MG3141108,Matozinhos - MG,Matozinhos,MG
MG3141207,Matutina - MG,Matutina,MG
MG3141306,Medeiros - MG,Medeiros,MG
MG3141405,Medina - MG,Medina,MG
MG3141504,Mendes Pimentel - MG,Mendes Pimentel,MG
MG3141603,Mercês - MG,Mercês,MG
MG3141702,Mesquita - MG,Mesquita,MG
MG3141801,Minas Novas - MG,Minas Novas,MG
MG3141900,Minduri - MG,Minduri,MG
MG3142007,Mirabela - MG,Mirabela,MG
MG3142106,Miradouro - MG,Miradouro,MG
MG3142205,Miraí - MG,Miraí,MG
MG3142254,Miravânia - MG,Miravânia,MG
MG3142304,Moeda - MG,Moeda,MG
MG3142403,Moema - MG,Moema,MG
MG3142502,Monjolos - MG,Monjolos,MG
MG3142601,Monsenhor Paulo - MG,Monsenhor Paulo,MG
MG3142700,Montalvânia - MG,Montalvânia,MG
MG3142809,Monte Alegre De Minas - MG,Monte Alegre De Minas,MG
MG3142908,Monte Azul - MG,Monte Azul,MG
MG3143005,Monte Belo - MG,Monte Belo,MG
MG3143104,Monte Carmelo - MG,Monte Carmelo,MG
MG3143153,Monte Formoso - MG,Monte Formoso,MG
MG3143203,Monte Santo De Minas - MG,Monte Santo De Minas,MG
MG3143302,Montes Claros - MG,Montes Claros,MG
MG3143401,Monte Sião - MG,Monte Sião,MG
MG3143450,Montezuma - MG,Montezuma,MG
MG3143500,Morada Nova De Minas - MG,Morada Nova De Minas,MG
MG3143609,Morro Da Garça - MG,Morro Da Garça,MG
MG3143708,Morro Do Pilar - MG,Morro Do Pilar,MG
MG3143807,Munhoz - MG,Munhoz,MG
MG3143906,Muriaé - MG,Muriaé,MG
MG3144003,Mutum - MG,Mutum,MG
MG3144102,Muzambinho - MG,Muzambinho,MG
MG3144201,Nacip Raydan - MG,Nacip Raydan,MG
MG3144300,Nanuque - MG,Nanuque,MG
MG3144359,Naque - MG,Naque,MG
MG3144375,Natalândia - MG,Natalândia,MG
MG3144409,Natércia - MG,Natércia,MG
MG3144508,Nazareno - MG,Nazareno,MG
MG3144607,Nepomuceno - MG,Nepomuceno,MG
MG3144656,Ninheira - MG,Ninheira,MG
MG3144672,Nova Belém - MG,Nova Belém,MG
MG3144706,Nova Era - MG,Nova Era,MG
MG3144805,Nova Lima - MG,Nova Lima,MG
MG3144904,Nova Módica - MG,Nova Módica,MG
MG3145000,Nova Ponte - MG,Nova Ponte,MG
MG3145059,Nova Porteirinha - MG,Nova Porteirinha,MG
MG3145109,Nova Resende - MG,Nova Resende,MG
MG3145208,Nova Serrana - MG,Nova Serrana,MG
MG3145307,Novo Cruzeiro - MG,Novo Cruzeiro,MG
MG3145356,Novo Oriente De Minas - MG,Novo Oriente De Minas,MG
MG3145372,Novorizonte - MG,Novorizonte,MG
MG3145406,Olaria - MG,Olaria,MG
MG3145455,Olhos-D´Água - MG,Olhos-D´Água,MG
MG3145505,Olímpio Noronha - MG,Olímpio Noronha,MG
MG3145604,Oliveira - MG,Oliveira,MG
MG3145703,Oliveira Fortes - MG,Oliveira Fortes,MG
MG3145802,Onça De Pitangui - MG,Onça De Pitangui,MG
MG3145851,Oratórios - MG,Oratórios,MG
MG3145877,Orizânia - MG,Orizânia,MG
MG3145901,Ouro Branco - MG,Ouro Branco,MG
MG3146008,Ouro Fino - MG,Ouro Fino,MG
MG3146107,Ouro Preto - MG,Ouro Preto,MG
MG3146206,Ouro Verde De Minas - MG,Ouro Verde De Minas,MG
MG3146255,Padre Carvalho - MG,Padre Carvalho,MG
MG3146305,Padre Paraíso - MG,Padre Paraíso,MG
MG3146404,Paineiras - MG,Paineiras,MG
MG3146503,Pains - MG,Pains,MG
MG3146552,Pai Pedro - MG,Pai Pedro,MG
MG3146602,Paiva - MG,Paiva,MG
MG3146701,Palma - MG,Palma,MG
MG3146750,Palmópolis - MG,Palmópolis,MG
MG3146909,Papagaios - MG,Papagaios,MG
MG3147006,Paracatu - MG,Paracatu,MG
MG3147105,Pará De Minas - MG,Pará De Minas,MG
MG3147204,Paraguaçu - MG,Paraguaçu,MG
MG3147303,Paraisópolis - MG,Paraisópolis,MG
MG3147402,Paraopeba - MG,Paraopeba,MG
MG3147501,Passabém - MG,Passabém,MG
MG3147600,Passa Quatro - MG,Passa Quatro,MG
MG3147709,Passa Tempo - MG,Passa Tempo,MG
MG3147808,Passa-Vinte - MG,Passa-Vinte,MG
MG3147907,Passos - MG,Passos,MG
MG3147956,Patis - MG,Patis,MG
MG3148004,Patos De Minas - MG,Patos De Minas,MG
MG3148103,Patrocínio - MG,Patrocínio,MG
MG3148202,Patrocínio Do Muriaé - MG,Patrocínio Do Muriaé,MG
MG3148301,Paula Cândido - MG,Paula Cândido,MG
MG3148400,Paulistas - MG,Paulistas,MG
MG3148509,Pavão - MG,Pavão,MG
MG3148608,Peçanha - MG,Peçanha,MG
MG3148707,Pedra Azul - MG,Pedra Azul,MG
MG3148756,Pedra Bonita - MG,Pedra Bonita,MG
MG3148806,Pedra Do Anta - MG,Pedra Do Anta,MG
MG3148905,Pedra Do Indaiá - MG,Pedra Do Indaiá,MG
MG3149002,Pedra Dourada - MG,Pedra Dourada,MG
MG3149101,Pedralva - MG,Pedralva,MG
MG3149150,Pedras De Maria Da Cruz - MG,Pedras De Maria Da Cruz,MG
MG3149200,Pedrinópolis - MG,Pedrinópolis,MG
MG3149309,Pedro Leopoldo - MG,Pedro Leopoldo,MG
MG3149408,Pedro Teixeira - MG,Pedro Teixeira,MG
MG3149507,Pequeri - MG,Pequeri,MG
MG3149606,Pequi - MG,Pequi,MG
MG3149705,Perdigão - MG,Perdigão,MG
MG3149804,Perdizes - MG,Perdizes,MG
MG3149903,Perdões - MG,Perdões,MG
MG3149952,Periquito - MG,Periquito,MG
MG3150000,Pescador - MG,Pescador,MG
MG3150109,Piau - MG,Piau,MG
MG3150158,Piedade De Caratinga - MG,Piedade De Caratinga,MG
MG3150208,Piedade De Ponte Nova - MG,Piedade De Ponte Nova,MG
MG3150307,Piedade Do Rio Grande - MG,Piedade Do Rio Grande,MG
MG3150406,Piedade Dos Gerais - MG,Piedade Dos Gerais,MG
MG3150505,Pimenta - MG,Pimenta,MG
MG3150539,Pingo-D´Água - MG,Pingo-D´Água,MG
MG3150570,Pintópolis - MG,Pintópolis,MG
MG3150604,Piracema - MG,Piracema,MG
MG3150703,Pirajuba - MG,Pirajuba,MG
MG3150802,Piranga - MG,Piranga,MG
MG3150901,Piranguçu - MG,Piranguçu,MG
MG3151008,Piranguinho - MG,Piranguinho,MG
MG3151107,Pirapetinga - MG,Pirapetinga,MG
MG3151206,Pirapora - MG,Pirapora,MG
MG3151305,Piraúba - MG,Piraúba,MG
MG3151404,Pitangui - MG,Pitangui,MG
MG3151503,Piumhi - MG,Piumhi,MG
MG3151602,Planura - MG,Planura,MG
MG3151701,Poço Fundo - MG,Poço Fundo,MG
MG3151800,Poços De Caldas - MG,Poços De Caldas,MG
MG3151909,Pocrane - MG,Pocrane,MG
MG3152006,Pompéu - MG,Pompéu,MG
MG3152105,Ponte Nova - MG,Ponte Nova,MG
MG3152131,Ponto Chique - MG,Ponto Chique,MG
MG3152170,Ponto Dos Volantes - MG,Ponto Dos Volantes,MG
MG3152204,Porteirinha - MG,Porteirinha,MG
MG3152303,Porto Firme - MG,Porto Firme,MG
MG3152402,Poté - MG,Poté,MG
MG3152501,Pouso Alegre - MG,Pouso Alegre,MG
MG3152600,Pouso Alto - MG,Pouso Alto,MG
MG3152709,Prados - MG,Prados,MG
MG3152808,Prata - MG,Prata,MG
MG3152907,Pratápolis - MG,Pratápolis,MG
MG3153004,Pratinha - MG,Pratinha,MG
MG3153103,Presidente Bernardes - MG,Presidente Bernardes,MG
MG3153202,Presidente Juscelino - MG,Presidente Juscelino,MG
MG3153301,Presidente Kubitschek - MG,Presidente Kubitschek,MG
MG3153400,Presidente Olegário - MG,Presidente Olegário,MG
MG3153509,Alto Jequitibá - MG,Alto Jequitibá,MG
MG3153608,Prudente De Morais - MG,Prudente De Morais,MG
MG3153707,Quartel Geral - MG,Quartel Geral,MG
MG3153806,Queluzito - MG,Queluzito,MG
MG3153905,Raposos - MG,Raposos,MG
MG3154002,Raul Soares - MG,Raul Soares,MG
MG3154101,Recreio - MG,Recreio,MG
MG3154150,Reduto - MG,Reduto,MG
MG3154200,Resende Costa - MG,Resende Costa,MG
MG3154309,Resplendor - MG,Resplendor,MG
MG3154408,Ressaquinha - MG,Ressaquinha,MG
MG3154457,Riachinho - MG,Riachinho,MG
MG3154507,Riacho Dos Machados - MG,Riacho Dos Machados,MG
MG3154606,Ribeirão Das Neves - MG,Ribeirão Das Neves,MG
MG3154705,Ribeirão Vermelho - MG,Ribeirão Vermelho,MG
MG3154804,Rio Acima - MG,Rio Acima,MG
MG3154903,Rio Casca - MG,Rio Casca,MG
MG3155009,Rio Doce - MG,Rio Doce,MG
MG3155108,Rio Do Prado - MG,Rio Do Prado,MG
MG3155207,Rio Espera - MG,Rio Espera,MG
MG3155306,Rio Manso - MG,Rio Manso,MG
MG3155405,Rio Novo - MG,Rio Novo,MG
MG3155504,Rio Paranaíba - MG,Rio Paranaíba,MG
MG3155603,Rio Pardo De Minas - MG,Rio Pardo De Minas,MG
MG3155702,Rio Piracicaba - MG,Rio Piracicaba,MG
MG3155801,Rio Pomba - MG,Rio Pomba,MG
MG3155900,Rio Preto - MG,Rio Preto,MG
MG3156007,Rio Vermelho - MG,Rio Vermelho,MG
MG3156106,Ritápolis - MG,Ritápolis,MG
MG3156205,Rochedo De Minas - MG,Rochedo De Minas,MG
MG3156304,Rodeiro - MG,Rodeiro,MG
MG3156403,Romaria - MG,Romaria,MG
MG3156452,Rosário Da Limeira - MG,Rosário Da Limeira,MG
MG3156502,Rubelita - MG,Rubelita,MG
MG3156601,Rubim - MG,Rubim,MG
MG3156700,Sabará - MG,Sabará,MG
MG3156809,Sabinópolis - MG,Sabinópolis,MG
MG3156908,Sacramento - MG,Sacramento,MG
MG3157005,Salinas - MG,Salinas,MG
MG3157104,Salto Da Divisa - MG,Salto Da Divisa,MG
MG3157203,Santa Bárbara - MG,Santa Bárbara,MG
MG3157252,Santa Bárbara Do Leste - MG,Santa Bárbara Do Leste,MG
MG3157278,Santa Bárbara Do Monte Verde - MG,Santa Bárbara Do Monte Verde,MG
MG3157302,Santa Bárbara Do Tugúrio - MG,Santa Bárbara Do Tugúrio,MG
MG3157336,Santa Cruz De Minas - MG,Santa Cruz De Minas,MG
MG3157377,Santa Cruz De Salinas - MG,Santa Cruz De Salinas,MG
MG3157401,Santa Cruz Do Escalvado - MG,Santa Cruz Do Escalvado,MG
MG3157500,Santa Efigênia De Minas - MG,Santa Efigênia De Minas,MG
MG3157609,Santa Fé De Minas - MG,Santa Fé De Minas,MG
MG3157658,Santa Helena De Minas - MG,Santa Helena De Minas,MG
MG3157708,Santa Juliana - MG,Santa Juliana,MG
MG3157807,Santa Luzia - MG,Santa Luzia,MG
MG3157906,Santa Margarida - MG,Santa Margarida,MG
MG3158003,Santa Maria De Itabira - MG,Santa Maria De Itabira,MG
MG3158102,Santa Maria Do Salto - MG,Santa Maria Do Salto,MG
MG3158201,Santa Maria Do Suaçuí - MG,Santa Maria Do Suaçuí,MG
MG3158300,Santana Da Vargem - MG,Santana Da Vargem,MG
MG3158409,Santana De Cataguases - MG,Santana De Cataguases,MG
MG3158508,Santana De Pirapama - MG,Santana De Pirapama,MG
MG3158607,Santana Do Deserto - MG,Santana Do Deserto,MG
MG3158706,Santana Do Garambéu - MG,Santana Do Garambéu,MG
MG3158805,Santana Do Jacaré - MG,Santana Do Jacaré,MG
MG3158904,Santana Do Manhuaçu - MG,Santana Do Manhuaçu,MG
MG3158953,Santana Do Paraíso - MG,Santana Do Paraíso,MG
MG3159001,Santana Do Riacho - MG,Santana Do Riacho,MG
MG3159100,Santana Dos Montes - MG,Santana Dos Montes,MG
MG3159209,Santa Rita De Caldas - MG,Santa Rita De Caldas,MG
MG3159308,Santa Rita De Jacutinga - MG,Santa Rita De Jacutinga,MG
MG3159357,Santa Rita De Minas - MG,Santa Rita De Minas,MG
MG3159407,Santa Rita De Ibitipoca - MG,Santa Rita De Ibitipoca,MG
MG3159506,Santa Rita Do Itueto - MG,Santa Rita Do Itueto,MG
MG3159605,Santa Rita Do Sapucaí - MG,Santa Rita Do Sapucaí,MG
MG3159704,Santa Rosa Da Serra - MG,Santa Rosa Da Serra,MG
MG3159803,Santa Vitória - MG,Santa Vitória,MG
MG3159902,Santo Antônio Do Amparo - MG,Santo Antônio Do Amparo,MG
MG3160009,Santo Antônio Do Aventureiro - MG,Santo Antônio Do Aventureiro,MG
MG3160108,Santo Antônio Do Grama - MG,Santo Antônio Do Grama,MG
MG3160207,Santo Antônio Do Itambé - MG,Santo Antônio Do Itambé,MG
MG3160306,Santo Antônio Do Jacinto - MG,Santo Antônio Do Jacinto,MG
MG3160405,Santo Antônio Do Monte - MG,Santo Antônio Do Monte,MG
MG3160454,Santo Antônio Do Retiro - MG,Santo Antônio Do Retiro,MG
MG3160504,Santo Antônio Do Rio Abaixo - MG,Santo Antônio Do Rio Abaixo,MG
MG3160603,Santo Hipólito - MG,Santo Hipólito,MG
MG3160702,Santos Dumont - MG,Santos Dumont,MG
MG3160801,São Bento Abade - MG,São Bento Abade,MG
MG3160900,São Brás Do Suaçuí - MG,São Brás Do Suaçuí,MG
MG3160959,São Domingos Das Dores - MG,São Domingos Das Dores,MG
MG3161007,São Domingos Do Prata - MG,São Domingos Do Prata,MG
MG3161056,São Félix De Minas - MG,São Félix De Minas,MG
MG3161106,São Francisco - MG,São Francisco,MG
MG3161205,São Francisco De Paula - MG,São Francisco De Paula,MG
MG3161304,São Francisco De Sales - MG,São Francisco De Sales,MG
MG3161403,São Francisco Do Glória - MG,São Francisco Do Glória,MG
MG3161502,São Geraldo - MG,São Geraldo,MG
MG3161601,São Geraldo Da Piedade - MG,São Geraldo Da Piedade,MG
MG3161650,São Geraldo Do Baixio - MG,São Geraldo Do Baixio,MG
MG3161700,São Gonçalo Do Abaeté - MG,São Gonçalo Do Abaeté,MG
MG3161809,São Gonçalo Do Pará - MG,São Gonçalo Do Pará,MG
MG3161908,São Gonçalo Do Rio Abaixo - MG,São Gonçalo Do Rio Abaixo,MG
MG3162005,São Gonçalo Do Sapucaí - MG,São Gonçalo Do Sapucaí,MG
MG3162104,São Gotardo - MG,São Gotardo,MG
MG3162203,São João Batista Do Glória - MG,São João Batista Do Glória,MG
MG3162252,São João Da Lagoa - MG,São João Da Lagoa,MG
MG3162302,São João Da Mata - MG,São João Da Mata,MG
MG3162401,São João Da Ponte - MG,São João Da Ponte,MG
MG3162450,São João Das Missões - MG,São João Das Missões,MG
MG3162500,São João Del Rei - MG,São João Del Rei,MG
MG3162559,São João Do Manhuaçu - MG,São João Do Manhuaçu,MG
MG3162575,São João Do Manteninha - MG,São João Do Manteninha,MG
MG3162609,São João Do Oriente - MG,São João Do Oriente,MG
MG3162658,São João Do Pacuí - MG,São João Do Pacuí,MG
MG3162708,São João Do Paraíso - MG,São João Do Paraíso,MG
MG3162807,São João Evangelista - MG,São João Evangelista,MG
MG3162906,São João Nepomuceno - MG,São João Nepomuceno,MG
MG3162922,São Joaquim De Bicas - MG,São Joaquim De Bicas,MG
MG3162948,São José Da Barra - MG,São José Da Barra,MG
MG3162955,São José Da Lapa - MG,São José Da Lapa,MG
MG3163003,São José Da Safira - MG,São José Da Safira,MG
MG3163102,São José Da Varginha - MG,São José Da Varginha,MG
MG3163201,São José Do Alegre - MG,São José Do Alegre,MG
MG3163300,São José Do Divino - MG,São José Do Divino,MG
MG3163409,São José Do Goiabal - MG,São José Do Goiabal,MG
MG3163508,São José Do Jacuri - MG,São José Do Jacuri,MG
MG3163607,São José Do Mantimento - MG,São José Do Mantimento,MG
MG3163706,São Lourenço - MG,São Lourenço,MG
MG3163805,São Miguel Do Anta - MG,São Miguel Do Anta,MG
MG3163904,São Pedro Da União - MG,São Pedro Da União,MG
MG3164001,São Pedro Dos Ferros - MG,São Pedro Dos Ferros,MG
MG3164100,São Pedro Do Suaçuí - MG,São Pedro Do Suaçuí,MG
MG3164209,São Romão - MG,São Romão,MG
MG3164308,São Roque De Minas - MG,São Roque De Minas,MG
MG3164407,São Sebastião Da Bela Vista - MG,São Sebastião Da Bela Vista,MG
MG3164431,São Sebastião Da Vargem Alegre - MG,São Sebastião Da Vargem Alegre,MG
MG3164472,São Sebastião Do Anta - MG,São Sebastião Do Anta,MG
MG3164506,São Sebastião Do Maranhão - MG,São Sebastião Do Maranhão,MG
MG3164605,São Sebastião Do Oeste - MG,São Sebastião Do Oeste,MG
MG3164704,São Sebastião Do Paraíso - MG,São Sebastião Do Paraíso,MG
MG3164803,São Sebastião Do Rio Preto - MG,São Sebastião Do Rio Preto,MG
MG3164902,São Sebastião Do Rio Verde - MG,São Sebastião Do Rio Verde,MG
MG3165008,São Tiago - MG,São Tiago,MG
MG3165107,São Tomás De Aquino - MG,São Tomás De Aquino,MG
MG3165206,São Thomé Das Letras - MG,São Thomé Das Letras,MG
MG3165305,São Vicente De Minas - MG,São Vicente De Minas,MG
MG3165404,Sapucaí-Mirim - MG,Sapucaí-Mirim,MG
MG3165503,Sardoá - MG,Sardoá,MG
MG3165537,Sarzedo - MG,Sarzedo,MG
MG3165552,Setubinha - MG,Setubinha,MG
MG3165560,Sem-Peixe - MG,Sem-Peixe,MG
MG3165578,Senador Amaral - MG,Senador Amaral,MG
MG3165602,Senador Cortes - MG,Senador Cortes,MG
MG3165701,Senador Firmino - MG,Senador Firmino,MG
MG3165800,Senador José Bento - MG,Senador José Bento,MG
MG3165909,Senador Modestino Gonçalves - MG,Senador Modestino Gonçalves,MG
MG3166006,Senhora De Oliveira - MG,Senhora De Oliveira,MG
MG3166105,Senhora Do Porto - MG,Senhora Do Porto,MG
MG3166204,Senhora Dos Remédios - MG,Senhora Dos Remédios,MG
MG3166303,Sericita - MG,Sericita,MG
MG3166402,Seritinga - MG,Seritinga,MG
MG3166501,Serra Azul De Minas - MG,Serra Azul De Minas,MG
MG3166600,Serra Da Saudade - MG,Serra Da Saudade,MG
MG3166709,Serra Dos Aimorés - MG,Serra Dos Aimorés,MG
MG3166808,Serra Do Salitre - MG,Serra Do Salitre,MG
MG3166907,Serrania - MG,Serrania,MG
MG3166956,Serranópolis De Minas - MG,Serranópolis De Minas,MG
MG3167004,Serranos - MG,Serranos,MG
MG3167103,Serro - MG,Serro,MG
MG3167202,Sete Lagoas - MG,Sete Lagoas,MG
MG3167301,Silveirânia - MG,Silveirânia,MG
MG3167400,Silvianópolis - MG,Silvianópolis,MG
MG3167509,Simão Pereira - MG,Simão Pereira,MG
MG3167608,Simonésia - MG,Simonésia,MG
MG3167707,Sobrália - MG,Sobrália,MG
MG3167806,Soledade De Minas - MG,Soledade De Minas,MG
MG3167905,Tabuleiro - MG,Tabuleiro,MG
MG3168002,Taiobeiras - MG,Taiobeiras,MG
MG3168051,Taparuba - MG,Taparuba,MG
MG3168101,Tapira - MG,Tapira,MG
MG3168200,Tapiraí - MG,Tapiraí,MG
MG3168309,Taquaraçu De Minas - MG,Taquaraçu De Minas,MG
MG3168408,Tarumirim - MG,Tarumirim,MG
MG3168507,Teixeiras - MG,Teixeiras,MG
MG3168606,Teófilo Otoni - MG,Teófilo Otoni,MG
MG3168705,Timóteo - MG,Timóteo,MG
MG3168804,Tiradentes - MG,Tiradentes,MG
MG3168903,Tiros - MG,Tiros,MG
MG3169000,Tocantins - MG,Tocantins,MG
MG3169059,Tocos Do Moji - MG,Tocos Do Moji,MG
MG3169109,Toledo - MG,Toledo,MG
MG3169208,Tombos - MG,Tombos,MG
MG3169307,Três Corações - MG,Três Corações,MG
MG3169356,Três Marias - MG,Três Marias,MG
